attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3
9.09,18.18,27.27,18.18,18.18,9.09,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.09,18.18,27.27,18.18,18.18,9.09,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.09,18.18,27.27,18.18,18.18,9.09,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.09,18.18,27.27,18.18,18.18,9.09,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.09,18.18,27.27,18.18,18.18,9.09,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.09,18.18,27.27,18.18,18.18,9.09,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
20.0,10.0,20.0,30.0,10.0,10.0,30.0,20.0,10.0,20.0,10.0,10.0,,,,,,,13.33,17.78,22.22,22.22,13.33,11.11,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
15.0,15.0,15.0,40.0,10.0,5.0,45.0,10.0,15.0,20.0,5.0,5.0,,,,,,,35.71,3.57,10.71,28.57,3.57,17.86,,,,,,,,,,,,,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
35.0,20.0,20.0,20.0,0.0,5.0,25.0,5.0,20.0,20.0,25.0,5.0,,,,,,,19.51,17.07,17.07,17.07,12.2,17.07,,,,,,,35.0,25.0,15.0,15.0,0.0,10.0,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,0.0,0.0,40.0,0.0,0.0,25.0,15.0,25.0,20.0,15.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
19.0,18.0,19.0,18.0,14.0,12.0,20.0,16.0,16.0,18.0,16.0,14.0,,,,,,,20.0,20.0,20.0,20.0,7.5,12.5,,,,,,,,,,,,,,,,,,
30.0,5.0,15.0,40.0,5.0,5.0,20.0,15.0,20.0,20.0,5.0,20.0,,,,,,,20.0,14.29,17.14,22.86,14.29,11.43,,,,,,,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,
30.0,5.0,15.0,40.0,5.0,5.0,20.0,15.0,20.0,20.0,5.0,20.0,,,,,,,20.0,14.29,17.14,22.86,14.29,11.43,,,,,,,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,
30.0,5.0,15.0,40.0,5.0,5.0,20.0,15.0,20.0,20.0,5.0,20.0,,,,,,,20.0,14.29,17.14,22.86,14.29,11.43,,,,,,,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,
30.0,5.0,15.0,40.0,5.0,5.0,20.0,15.0,20.0,20.0,5.0,20.0,,,,,,,20.0,14.29,17.14,22.86,14.29,11.43,,,,,,,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,
30.0,5.0,15.0,40.0,5.0,5.0,20.0,15.0,20.0,20.0,5.0,20.0,,,,,,,20.0,14.29,17.14,22.86,14.29,11.43,,,,,,,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,
30.0,5.0,15.0,40.0,5.0,5.0,20.0,15.0,20.0,20.0,5.0,20.0,,,,,,,20.0,14.29,17.14,22.86,14.29,11.43,,,,,,,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,
30.0,5.0,15.0,40.0,5.0,5.0,20.0,15.0,20.0,20.0,5.0,20.0,,,,,,,20.0,14.29,17.14,22.86,14.29,11.43,,,,,,,30.0,10.0,20.0,30.0,5.0,5.0,,,,,,
